0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154
19.6785714286,19.6071428571,19.0,20.6535714286,22.6285714286,18.8,20.1107142857,20.1964285714,19.375,19.8035714286,23.0321428571,22.1714285714,22.2035714286,21.1214285714,22.3821428571,20.8107142857,20.8928571429,21.575,21.3785714286,21.9,21.6642857143,21.3142857143,21.6678571429,21.2178571429,21.3214285714,21.5428571429,21.6821428571,21.3642857143,20.6964285714,19.8785714286,20.7392857143,20.4607142857,20.5428571429,21.8285714286,21.3642857143,21.4785714286,21.4178571429,21.4321428571,20.9142857143,21.0607142857,21.4464285714,20.9785714286,20.9214285714,20.4428571429,20.9035714286,20.8142857143,20.6857142857,21.0285714286,21.725,20.5785714286,20.4535714286,20.4392857143,20.7214285714,20.6321428571,20.8642857143,20.7,20.5035714286,20.7678571429,20.925,21.1892857143,21.2392857143,21.0214285714,20.9785714286,20.675,20.9392857143,21.3428571429,20.7,20.6678571429,20.6107142857,20.7142857143,20.4321428571,20.5535714286,20.2964285714,20.0642857143,20.5714285714,20.1607142857,20.3214285714,20.2071428571,20.3285714286,20.4107142857,20.0357142857,19.5428571429,20.5928571429,20.1,20.325,19.5464285714,19.7464285714,20.2142857143,19.8,19.8642857143,20.1357142857,20.05,20.1785714286,20.3642857143,20.5142857143,19.6785714286,20.0142857143,20.2535714286,20.5571428571,20.2285714286,20.0428571429,20.0428571429,20.0071428571,19.95,19.7892857143,20.1607142857,19.9964285714,20.0107142857,20.2142857143,19.5,20.2107142857,20.1035714286,19.8642857143,19.9392857143,19.7142857143,20.0535714286,20.0857142857,19.4571428571,19.6535714286,19.4964285714,18.9857142857,19.1535714286,18.9321428571,19.9321428571,19.9321428571,19.6142857143,20.1571428571,20.0714285714,20.3892857143,19.7392857143,19.7464285714,19.4571428571,19.6071428571,19.6285714286,19.8785714286,19.6357142857,19.8714285714,19.25,19.8714285714,19.65,20.225,19.8392857143,19.0714285714,19.8142857143,19.5571428571,19.1892857143,19.5714285714,19.5571428571,19.4321428571,19.5178571429,19.4464285714,19.2607142857,19.0714285714,18.7214285714,18.7642857143
19.6535714286,19.4607142857,18.9857142857,20.8,22.4821428571,19.025,20.1714285714,20.1428571429,19.3642857143,19.725,22.6714285714,22.2535714286,22.1857142857,20.4142857143,22.0142857143,20.8607142857,20.8928571429,21.4928571429,21.4892857143,21.775,21.85,21.325,21.5785714286,21.3964285714,21.3642857143,21.4428571429,21.6571428571,21.3535714286,20.8107142857,19.8785714286,20.9892857143,20.5285714286,20.6821428571,21.9607142857,21.3357142857,21.375,21.4857142857,21.4142857143,20.8928571429,20.9928571429,21.4464285714,21.0035714286,20.7892857143,20.6357142857,20.6642857143,20.7321428571,20.775,20.7785714286,21.4357142857,20.6392857143,20.2107142857,20.5071428571,20.8821428571,20.5678571429,20.9678571429,20.6321428571,20.6,20.85,20.8571428571,21.0785714286,21.3428571429,21.025,20.9464285714,20.6107142857,20.9357142857,21.2464285714,20.6857142857,20.6928571429,20.6035714286,20.5964285714,20.7178571429,20.7214285714,20.1857142857,20.1964285714,20.55,20.5285714286,20.3285714286,20.1607142857,20.1571428571,20.3,20.0214285714,19.5107142857,20.6071428571,20.0821428571,20.3071428571,19.6642857143,19.6857142857,20.0928571429,19.8964285714,19.725,20.075,20.0821428571,20.3142857143,20.2392857143,20.4892857143,19.7857142857,20.0428571429,20.1785714286,20.6714285714,20.0107142857,19.95,19.875,19.9464285714,19.9035714286,19.8,20.2428571429,20.0392857143,20.1,20.1642857143,19.5642857143,20.175,20.0321428571,19.8964285714,19.7607142857,19.7285714286,20.1535714286,20.0535714286,19.6,19.5321428571,19.4071428571,19.1285714286,19.1964285714,19.1892857143,20.0964285714,19.9928571429,19.5714285714,20.1035714286,20.1285714286,20.4142857143,19.7464285714,19.7035714286,19.5107142857,19.7214285714,19.6857142857,19.9071428571,19.65,19.8142857143,19.3035714286,19.8178571429,19.875,20.2785714286,19.8892857143,19.0785714286,19.6,19.5214285714,19.2,19.475,19.5607142857,19.4178571429,19.6321428571,19.4392857143,19.25,19.1142857143,18.9107142857,18.8357142857
19.7892857143,19.2714285714,18.9428571429,20.8,22.3035714286,19.0785714286,20.2,20.3821428571,19.5571428571,19.6,22.9107142857,22.2321428571,22.2285714286,20.7357142857,22.0071428571,20.8392857143,21.075,21.575,21.6714285714,21.8035714286,21.8214285714,21.4785714286,21.5464285714,21.6392857143,21.3821428571,21.4642857143,21.6535714286,21.5214285714,20.8392857143,19.8964285714,20.7857142857,20.425,20.6392857143,21.6357142857,21.4892857143,21.5214285714,21.45,21.4428571429,21.1071428571,21.0464285714,21.2928571429,21.075,20.7857142857,20.6571428571,20.7392857143,20.8285714286,20.7392857143,20.925,21.3678571429,20.5321428571,20.2785714286,20.6142857143,20.8,20.5678571429,20.8214285714,20.5785714286,20.8214285714,21.0714285714,20.9821428571,21.0071428571,21.5821428571,21.0035714286,21.0535714286,20.725,20.8892857143,21.3464285714,20.5464285714,20.8607142857,20.5285714286,20.5892857143,20.7714285714,20.6821428571,20.3785714286,20.1178571429,20.7392857143,20.9392857143,20.3071428571,20.2928571429,20.2107142857,20.3857142857,20.0178571429,19.7571428571,20.625,20.2785714286,20.4428571429,19.5642857143,19.5892857143,20.225,19.7428571429,19.9642857143,20.1928571429,19.8392857143,20.4107142857,20.2857142857,20.5321428571,19.7035714286,20.0107142857,20.0928571429,20.6178571429,20.3214285714,20.1821428571,20.0142857143,19.9357142857,19.8785714286,20.0,20.1892857143,20.0357142857,19.9714285714,20.1607142857,19.5428571429,20.1535714286,20.1071428571,19.8607142857,19.8714285714,19.7321428571,20.0285714286,20.0678571429,19.5785714286,19.5107142857,19.4357142857,19.1464285714,19.425,18.9928571429,19.9535714286,20.0214285714,19.5857142857,20.2035714286,19.9928571429,20.2821428571,19.6821428571,19.7035714286,19.4964285714,19.9285714286,19.5892857143,19.9642857143,19.6142857143,19.7214285714,19.2142857143,19.9392857143,19.8,20.1285714286,19.8428571429,19.1642857143,19.5535714286,19.5785714286,19.1035714286,19.5714285714,19.4714285714,19.3357142857,19.5785714286,19.55,19.3428571429,19.1464285714,19.0214285714,18.9214285714
19.775,19.4071428571,18.7535714286,20.9821428571,22.15,18.9964285714,20.2607142857,20.1857142857,19.7321428571,19.7321428571,22.5571428571,22.1321428571,22.4071428571,21.4071428571,21.6785714286,20.8142857143,21.0642857143,21.5464285714,21.8607142857,21.875,21.8964285714,21.3571428571,21.5821428571,21.8107142857,21.4821428571,21.4928571429,21.6428571429,21.6392857143,20.7035714286,20.0928571429,20.7178571429,20.3571428571,20.7857142857,21.6714285714,21.6464285714,21.4428571429,21.4357142857,21.4535714286,21.2321428571,21.1571428571,21.4142857143,20.825,20.8,20.8,20.9321428571,20.8607142857,20.7964285714,20.925,21.4,20.5607142857,20.3071428571,20.5464285714,20.7928571429,20.4142857143,20.875,20.6821428571,20.9392857143,21.3785714286,21.0857142857,20.7535714286,21.3357142857,21.1857142857,20.975,20.7571428571,20.8285714286,21.0928571429,20.7071428571,20.975,20.6178571429,20.6714285714,20.7571428571,20.7785714286,20.2785714286,20.1428571429,20.75,20.8964285714,20.2714285714,20.2535714286,20.2678571429,20.5178571429,19.9178571429,19.9464285714,20.7142857143,20.4035714286,20.2964285714,19.6857142857,19.6714285714,20.1821428571,19.9071428571,19.8714285714,20.1214285714,19.9,20.3357142857,20.3178571429,20.5,19.8357142857,20.0428571429,19.9928571429,20.6071428571,20.4428571429,20.3464285714,20.0392857143,19.9392857143,20.0,19.8857142857,20.5571428571,19.9785714286,19.9357142857,20.2892857143,19.7392857143,20.0571428571,20.0928571429,19.8,19.7892857143,19.8142857143,19.8321428571,20.0321428571,19.4321428571,19.6285714286,19.2928571429,19.1,19.2214285714,18.9714285714,19.8107142857,20.025,19.6857142857,20.2714285714,20.1464285714,20.0928571429,19.6857142857,19.6392857143,19.4714285714,19.825,19.6321428571,19.8214285714,19.5464285714,19.8571428571,19.2678571429,19.8785714286,19.8642857143,20.0964285714,19.9857142857,18.95,19.6071428571,19.525,19.1714285714,19.5571428571,19.4714285714,19.3321428571,19.5178571429,19.5642857143,19.2464285714,18.9678571429,19.0857142857,19.0321428571
19.5607142857,19.4071428571,18.925,20.8607142857,21.7928571429,18.7607142857,20.1142857143,20.0857142857,19.7142857143,19.6678571429,22.4107142857,22.1035714286,22.3607142857,21.1607142857,21.325,20.8892857143,21.0964285714,21.5392857143,21.7392857143,21.8071428571,21.9535714286,21.1714285714,21.5357142857,21.4607142857,21.5464285714,21.475,21.6892857143,21.5035714286,20.725,20.075,20.5785714286,20.55,20.6535714286,21.6892857143,21.5571428571,21.4714285714,21.3357142857,21.2464285714,21.4535714286,21.0428571429,21.375,20.7321428571,20.8821428571,20.7178571429,20.7678571429,20.8107142857,20.5928571429,20.7607142857,21.1,20.3571428571,20.3785714286,20.5785714286,20.5428571429,20.4678571429,20.85,20.5071428571,20.6964285714,21.2928571429,21.3642857143,20.875,20.9357142857,21.025,20.9392857143,20.8714285714,20.6535714286,20.8428571429,20.4571428571,20.6392857143,20.5035714286,20.4321428571,20.2321428571,20.7642857143,20.3428571429,19.9142857143,20.6107142857,20.4535714286,20.0857142857,20.0321428571,20.1321428571,20.3714285714,20.075,19.725,20.4107142857,20.4464285714,20.1857142857,19.6107142857,19.6,20.1107142857,19.8928571429,19.9678571429,19.9428571429,19.8571428571,20.4071428571,20.0785714286,20.3071428571,19.7035714286,19.9928571429,20.0464285714,20.2785714286,20.0892857143,20.1107142857,20.0428571429,19.8892857143,19.8571428571,19.6964285714,20.225,19.9285714286,19.9571428571,20.0857142857,19.6035714286,19.7821428571,20.1,19.7928571429,19.8678571429,19.7571428571,19.6821428571,19.7642857143,19.4357142857,19.3642857143,19.1642857143,19.15,19.15,19.0571428571,19.8178571429,19.9392857143,19.5892857143,19.9392857143,19.6857142857,19.9821428571,19.6857142857,19.5928571429,19.4178571429,19.7642857143,19.4857142857,19.6464285714,19.3285714286,19.6928571429,19.2964285714,19.7571428571,19.5607142857,19.8857142857,19.8642857143,19.2142857143,19.3464285714,19.4392857143,19.1321428571,19.5607142857,19.3678571429,19.4214285714,19.5,19.4714285714,19.2392857143,18.8964285714,19.0571428571,19.1607142857
19.4035714286,19.0,18.8428571429,20.4142857143,21.4214285714,18.6678571429,19.9285714286,19.6357142857,19.6214285714,19.4857142857,22.1678571429,21.9178571429,21.9857142857,20.5714285714,21.1178571429,20.7392857143,21.0642857143,21.4214285714,21.6035714286,21.5178571429,21.7,20.8928571429,21.2928571429,20.975,21.4464285714,21.325,21.3178571429,21.3607142857,20.1357142857,20.1071428571,20.3571428571,19.9857142857,20.5678571429,21.3607142857,21.2857142857,20.8678571429,20.8857142857,21.0714285714,21.1892857143,20.775,21.0607142857,20.5678571429,20.3571428571,20.5,20.2892857143,20.2714285714,20.7357142857,20.8892857143,20.8928571429,20.1964285714,20.3,20.5107142857,20.2857142857,20.1892857143,20.55,20.2607142857,20.4857142857,21.0678571429,20.9035714286,20.5392857143,20.7142857143,20.5071428571,20.5535714286,20.9107142857,20.2428571429,20.45,20.4071428571,20.5107142857,20.3214285714,20.1035714286,19.8392857143,20.4392857143,20.2,19.6857142857,20.6357142857,20.2,19.9214285714,19.6642857143,20.0035714286,20.3464285714,19.8607142857,19.675,20.0714285714,20.2035714286,19.6964285714,19.5035714286,19.625,19.8035714286,19.6071428571,19.6821428571,19.9857142857,19.5357142857,20.0392857143,19.8857142857,20.0428571429,19.7892857143,19.7071428571,19.65,19.9785714286,20.1071428571,19.9607142857,19.7464285714,19.8035714286,19.6928571429,19.6178571429,19.9428571429,19.7321428571,19.775,19.8678571429,19.3678571429,19.4285714286,19.6678571429,19.6071428571,19.5785714286,19.7071428571,19.4821428571,19.2107142857,19.2678571429,19.1642857143,19.0214285714,18.9071428571,18.9857142857,18.9607142857,19.7678571429,19.8892857143,19.3642857143,19.7392857143,19.4571428571,19.9,19.5035714286,19.2535714286,19.1857142857,19.9642857143,19.3892857143,19.4678571429,19.1821428571,19.1714285714,19.0928571429,19.5642857143,19.4928571429,19.5357142857,19.5607142857,19.0107142857,19.1464285714,19.3607142857,18.825,19.0035714286,19.0321428571,19.1535714286,19.5928571429,19.2285714286,18.9607142857,18.9392857143,18.8571428571,19.1142857143
19.0821428571,18.7035714286,18.4785714286,20.1892857143,20.8571428571,18.0964285714,19.5178571429,19.4,19.4357142857,19.0571428571,21.9642857143,21.6107142857,21.4142857143,20.7357142857,20.7464285714,20.6714285714,20.9071428571,21.1357142857,21.2928571429,21.3214285714,21.3357142857,20.5642857143,20.975,20.6464285714,21.0642857143,20.9535714286,20.8607142857,21.1428571429,19.6928571429,19.9571428571,20.275,19.7892857143,20.3571428571,20.8392857143,21.0678571429,20.3785714286,20.4964285714,20.9321428571,20.575,20.2464285714,20.775,20.3321428571,20.3071428571,20.4642857143,19.9607142857,20.2107142857,20.4821428571,21.425,20.625,20.1178571429,20.1428571429,20.2178571429,20.1035714286,20.1321428571,20.1464285714,20.0892857143,20.2642857143,20.7964285714,20.8357142857,20.4571428571,20.5964285714,20.1035714286,20.1107142857,20.9285714286,20.0785714286,20.2214285714,20.1464285714,20.3428571429,20.2535714286,20.1642857143,19.8,20.3107142857,20.0321428571,19.3071428571,20.3,19.9571428571,19.7892857143,19.6071428571,19.7964285714,20.2071428571,19.8035714286,19.3928571429,20.0357142857,20.1071428571,19.6,19.5035714286,19.4785714286,19.4392857143,19.4142857143,19.4678571429,19.7892857143,19.3535714286,19.7464285714,19.8142857143,19.9892857143,19.6321428571,19.5571428571,19.3035714286,20.0428571429,19.9535714286,20.0035714286,19.65,19.8,19.5892857143,19.5107142857,19.7,19.5321428571,19.6071428571,19.6285714286,19.475,19.1321428571,19.3321428571,19.1071428571,19.4392857143,19.425,19.3821428571,19.1285714286,19.1,19.0785714286,19.0357142857,18.9928571429,19.0214285714,18.7785714286,19.6142857143,19.6857142857,19.4607142857,19.55,19.3178571429,19.6464285714,19.5035714286,19.1642857143,18.9,19.6035714286,19.2357142857,19.0464285714,19.0321428571,19.2714285714,19.075,19.2535714286,19.1821428571,19.4,19.5357142857,18.8785714286,19.1,19.0714285714,18.6071428571,18.7428571429,19.025,19.3857142857,19.3071428571,19.1357142857,19.0357142857,18.8142857143,18.75,18.7928571429
18.9285714286,18.7107142857,18.3178571429,20.45,20.2428571429,17.9,19.5821428571,19.1285714286,19.3892857143,19.0821428571,21.9428571429,21.6285714286,21.275,20.7892857143,20.5642857143,20.6464285714,20.7071428571,20.8321428571,21.0,21.2142857143,21.1821428571,20.5785714286,20.7785714286,20.6107142857,20.8464285714,20.9321428571,20.8107142857,21.0892857143,19.7,20.0035714286,20.0357142857,19.5964285714,19.9321428571,20.8571428571,21.0214285714,20.2714285714,20.3892857143,20.8392857143,20.4892857143,20.2321428571,20.7892857143,20.2857142857,20.2071428571,20.6428571429,20.0071428571,20.1571428571,20.3892857143,21.8678571429,20.5321428571,19.9678571429,20.1107142857,20.1,20.1035714286,20.1785714286,20.1607142857,20.2964285714,20.1714285714,21.0321428571,20.9928571429,20.425,20.4,20.1714285714,20.1142857143,20.6785714286,20.0071428571,20.225,20.2928571429,20.3892857143,20.0178571429,19.9071428571,19.7285714286,20.3,19.925,19.4821428571,20.275,19.95,19.9214285714,19.3464285714,19.8214285714,20.1714285714,19.625,19.4928571429,19.8964285714,20.2714285714,19.6071428571,19.4785714286,19.3642857143,19.5321428571,19.5964285714,19.6392857143,19.5821428571,19.3642857143,19.425,19.5607142857,20.0642857143,19.6678571429,19.65,18.9892857143,20.0678571429,19.8892857143,19.7464285714,19.4571428571,19.7107142857,19.4607142857,19.5714285714,19.4964285714,19.5857142857,19.5392857143,19.6392857143,19.3214285714,19.1214285714,19.2964285714,19.1321428571,19.5178571429,19.3464285714,19.1892857143,19.0964285714,19.1142857143,19.1142857143,18.9178571429,18.8035714286,18.9285714286,18.8,19.6464285714,19.7321428571,19.3571428571,19.575,19.3035714286,19.4678571429,19.3178571429,19.1571428571,18.95,19.5607142857,19.3821428571,19.1892857143,18.8071428571,19.0785714286,18.8678571429,19.1964285714,19.1607142857,19.2035714286,19.3285714286,18.8428571429,19.1,18.9,18.5857142857,18.4714285714,18.775,19.15,19.5,19.0857142857,18.7821428571,18.8892857143,18.625,18.7357142857
19.0392857143,18.7285714286,18.3428571429,20.8428571429,19.9964285714,17.8928571429,19.8285714286,19.0857142857,19.3821428571,19.0607142857,21.8464285714,21.4642857143,21.4571428571,20.8357142857,20.5928571429,20.7928571429,20.6928571429,20.9107142857,20.9785714286,21.1964285714,21.1678571429,20.7714285714,20.8535714286,20.675,20.95,20.8785714286,20.6535714286,21.0571428571,19.6892857143,19.9535714286,20.2178571429,19.5642857143,19.925,20.7178571429,20.9214285714,20.4142857143,20.5607142857,20.8178571429,20.2642857143,20.4642857143,21.0357142857,20.2678571429,20.3642857143,20.8285714286,19.9857142857,20.2392857143,20.6178571429,22.1071428571,20.4321428571,20.1142857143,20.2964285714,20.1714285714,20.0142857143,20.0071428571,20.3678571429,20.1821428571,19.8714285714,21.4,20.8714285714,20.3785714286,20.5142857143,20.2821428571,20.0464285714,20.7571428571,19.9892857143,20.2857142857,20.3785714286,20.2678571429,20.2928571429,19.8678571429,20.0571428571,20.2857142857,20.0928571429,19.3178571429,20.6964285714,20.1892857143,19.7714285714,19.4964285714,19.8357142857,20.0607142857,19.7857142857,19.4642857143,19.7964285714,20.4892857143,19.6678571429,19.5142857143,19.5035714286,19.4535714286,19.4642857143,19.6571428571,19.55,19.4285714286,19.4285714286,19.8535714286,19.9607142857,19.9107142857,19.6214285714,19.1464285714,20.0607142857,19.8964285714,19.8321428571,19.6464285714,19.7214285714,19.5285714286,19.5357142857,19.4392857143,19.6392857143,19.5035714286,19.6428571429,19.1428571429,19.3,19.4428571429,19.0,19.3607142857,19.175,19.3142857143,19.2535714286,18.9178571429,19.175,19.1071428571,18.6607142857,18.9607142857,18.8392857143,19.5178571429,19.7714285714,19.5107142857,19.625,19.4928571429,19.5142857143,19.3857142857,19.1321428571,18.9,19.5357142857,19.2714285714,18.9964285714,19.0071428571,19.3428571429,19.0857142857,19.2678571429,19.2785714286,19.3107142857,19.5214285714,19.0464285714,19.1892857143,19.0178571429,18.9535714286,18.8678571429,18.8428571429,19.1821428571,19.2428571429,19.3321428571,18.9892857143,18.9392857143,18.6785714286,18.7142857143
19.0107142857,18.7142857143,18.3321428571,21.2107142857,19.7071428571,17.8285714286,20.0535714286,19.1964285714,19.4321428571,19.0642857143,21.7214285714,21.4107142857,21.575,20.9571428571,20.5714285714,20.8035714286,20.8285714286,20.8178571429,20.8321428571,21.1428571429,21.1678571429,20.8142857143,20.75,21.0285714286,21.0357142857,20.8428571429,20.6464285714,21.0571428571,19.9,20.0392857143,20.3535714286,19.85,20.2107142857,21.1714285714,20.8857142857,20.3178571429,20.6714285714,20.8535714286,20.5035714286,20.3785714286,21.05,20.15,20.275,20.8571428571,19.9714285714,20.125,20.6535714286,22.3678571429,20.5142857143,20.05,20.0964285714,20.1214285714,20.0178571429,20.1,20.4214285714,20.3535714286,19.925,21.4928571429,21.1892857143,20.725,20.5857142857,20.0214285714,20.2,20.7535714286,20.0071428571,20.5964285714,20.6928571429,20.3642857143,20.4464285714,20.125,20.1678571429,20.275,20.2,19.5821428571,20.9392857143,20.0642857143,19.8785714286,19.5357142857,19.6214285714,20.1785714286,19.7607142857,19.8285714286,19.9321428571,20.4571428571,19.4857142857,19.475,19.6607142857,19.6142857143,19.3214285714,19.5571428571,19.4714285714,19.4321428571,19.7607142857,19.5607142857,20.0714285714,19.8678571429,19.7035714286,19.3785714286,20.1178571429,19.8535714286,19.9214285714,19.8535714286,19.9107142857,19.65,19.6678571429,19.5321428571,19.6928571429,19.5678571429,19.5785714286,19.225,19.2821428571,19.4857142857,19.1678571429,19.4428571429,19.3357142857,19.0535714286,19.1785714286,19.0321428571,19.0964285714,18.9857142857,18.8821428571,18.9928571429,18.8178571429,19.5142857143,19.6714285714,19.525,19.7214285714,19.3142857143,19.5464285714,19.325,19.1964285714,18.8321428571,19.5857142857,19.5571428571,19.3535714286,18.9285714286,19.2035714286,19.2535714286,19.3642857143,19.2285714286,19.2571428571,19.4785714286,19.0821428571,19.1642857143,19.0,18.7892857143,19.0857142857,18.9964285714,19.275,19.3392857143,19.2178571429,18.8964285714,18.7214285714,18.7642857143,18.9071428571
19.0678571429,18.6821428571,18.325,21.9928571429,19.7607142857,17.7928571429,20.0,19.4321428571,19.5607142857,19.0178571429,21.7464285714,21.4571428571,21.5892857143,20.8,20.6357142857,20.8928571429,20.7107142857,20.9,21.0357142857,21.2428571429,21.2571428571,20.7892857143,20.7,21.1214285714,21.0821428571,21.0035714286,20.6928571429,20.9571428571,19.8428571429,20.125,20.2392857143,19.9678571429,20.2035714286,21.0035714286,20.7535714286,20.45,20.6607142857,21.1678571429,20.3785714286,20.6678571429,21.1035714286,20.5785714286,20.5214285714,20.7178571429,20.0428571429,20.4142857143,20.6535714286,22.7071428571,20.7571428571,20.075,20.1428571429,20.0285714286,20.1857142857,20.125,20.5785714286,20.175,20.0964285714,21.1607142857,21.0785714286,20.5178571429,20.5464285714,20.0357142857,20.1678571429,20.8964285714,20.0321428571,20.4785714286,20.7214285714,20.6392857143,20.6071428571,19.9428571429,20.2535714286,20.1428571429,20.0178571429,19.6071428571,20.7285714286,19.875,19.8178571429,19.9678571429,19.4821428571,20.2571428571,19.9964285714,19.7535714286,19.925,20.4428571429,19.3392857143,19.6142857143,19.7071428571,19.6571428571,19.5357142857,19.9607142857,19.8107142857,19.6678571429,19.6142857143,19.7607142857,20.0678571429,19.9607142857,19.7071428571,19.2857142857,20.2785714286,19.8892857143,19.9464285714,19.7571428571,20.0571428571,19.6071428571,19.8071428571,19.45,19.7107142857,19.6071428571,19.7071428571,19.2285714286,19.3035714286,19.5,19.0714285714,19.4,19.3392857143,19.3714285714,19.4821428571,19.1357142857,19.3357142857,19.0035714286,18.9071428571,19.1285714286,18.7464285714,19.6607142857,19.8178571429,19.4678571429,19.75,19.6035714286,19.4142857143,19.3821428571,19.1464285714,18.9928571429,19.4964285714,19.4392857143,19.1928571429,19.0535714286,19.3035714286,19.0142857143,19.1214285714,19.4357142857,19.1642857143,19.4071428571,19.0142857143,19.0464285714,18.8785714286,18.975,19.2321428571,18.9642857143,19.3,19.275,19.4535714286,18.8892857143,18.9107142857,18.8357142857,19.0392857143
19.2678571429,18.7071428571,18.3142857143,21.5535714286,19.6607142857,17.8321428571,20.2892857143,19.3785714286,19.6392857143,19.1857142857,21.8464285714,21.6892857143,21.3964285714,21.0535714286,20.5714285714,20.8928571429,20.7428571429,21.0857142857,20.8321428571,21.275,21.2785714286,20.7,20.7785714286,21.2357142857,21.1071428571,20.9464285714,20.85,21.1,20.1571428571,20.2321428571,20.2821428571,20.0571428571,20.2678571429,21.2035714286,20.7821428571,20.5714285714,20.7964285714,21.1857142857,20.4928571429,20.7892857143,20.8892857143,20.3821428571,20.5714285714,20.8392857143,20.1535714286,20.2357142857,20.6535714286,22.6321428571,20.5571428571,20.1464285714,20.2964285714,20.1285714286,20.0714285714,20.2571428571,20.7821428571,20.2678571429,19.9785714286,21.1892857143,21.0071428571,20.5571428571,20.4071428571,20.1464285714,20.3928571429,20.875,20.3035714286,20.4214285714,20.8571428571,20.6714285714,20.6035714286,19.85,20.2964285714,20.2035714286,20.0,19.6928571429,20.8321428571,19.8714285714,19.8714285714,19.6214285714,19.4928571429,20.1357142857,19.9285714286,19.7607142857,20.1,20.325,19.4535714286,19.5928571429,19.7107142857,19.6035714286,19.5607142857,19.95,19.7178571429,19.6071428571,19.8607142857,19.6678571429,20.0464285714,19.7464285714,19.5714285714,19.5714285714,20.375,20.0607142857,19.9928571429,19.6285714286,20.2785714286,19.6928571429,19.7928571429,19.6821428571,19.6428571429,19.6964285714,19.7714285714,19.2285714286,19.4071428571,19.5464285714,19.2892857143,19.5107142857,19.525,19.3714285714,19.3285714286,19.1964285714,19.1785714286,19.15,18.8571428571,19.1071428571,18.8035714286,19.7714285714,19.5678571429,19.9071428571,19.8071428571,19.5071428571,19.6214285714,19.6571428571,19.25,19.1821428571,19.5321428571,19.25,19.4678571429,19.0071428571,19.3642857143,19.1071428571,19.4392857143,19.3964285714,19.4035714286,19.5535714286,19.125,19.0678571429,19.0892857143,18.975,19.025,19.1107142857,19.3607142857,19.3607142857,19.2714285714,19.1857142857,19.0214285714,18.9214285714,19.1285714286
19.4071428571,18.825,18.4071428571,21.4357142857,19.6535714286,17.7535714286,20.4642857143,19.575,19.6392857143,19.4142857143,21.9321428571,21.6785714286,21.4642857143,21.2035714286,20.7214285714,21.075,20.6321428571,21.1571428571,20.9392857143,21.4464285714,21.2678571429,20.8607142857,21.0642857143,21.2821428571,21.1857142857,21.0964285714,21.1071428571,20.7321428571,19.775,20.225,20.4142857143,20.3214285714,20.2857142857,21.0071428571,20.7607142857,20.7964285714,20.9285714286,21.1428571429,20.675,21.15,20.9964285714,20.5535714286,20.375,20.5607142857,20.2214285714,20.3071428571,20.7107142857,22.85,20.5142857143,19.9857142857,20.025,20.1821428571,20.1642857143,20.1785714286,20.6892857143,20.5321428571,20.2321428571,21.1392857143,20.7535714286,20.5857142857,20.2392857143,20.0785714286,20.4928571429,20.8535714286,20.3107142857,20.5142857143,20.7785714286,20.8107142857,20.6035714286,20.15,20.475,20.0964285714,20.275,19.875,20.5714285714,20.0857142857,19.9928571429,19.8071428571,19.4464285714,20.0785714286,19.975,19.6714285714,20.0857142857,20.3071428571,19.3821428571,19.6,19.7714285714,19.825,19.475,20.0071428571,19.8642857143,19.7928571429,19.7928571429,19.8714285714,19.8035714286,20.025,19.7857142857,19.4392857143,20.2678571429,20.1107142857,20.1214285714,19.8642857143,20.2285714286,19.6392857143,19.9285714286,19.5,19.5714285714,19.6857142857,19.7535714286,19.4464285714,19.625,19.4357142857,19.3142857143,19.4321428571,19.4357142857,19.45,19.5821428571,19.2642857143,19.125,19.0178571429,19.0285714286,19.0285714286,19.1178571429,19.8535714286,19.6464285714,19.8035714286,19.875,19.7857142857,19.5214285714,19.4928571429,19.2285714286,19.1892857143,19.5392857143,19.425,19.4142857143,19.2321428571,19.4821428571,19.1928571429,19.1821428571,19.3642857143,19.2464285714,19.4464285714,19.2071428571,19.0214285714,19.0892857143,18.9571428571,19.3392857143,18.9857142857,19.3714285714,19.425,19.3071428571,19.1035714286,19.0857142857,19.0321428571,19.2571428571
